"Road Name","Asset ID (Identifier)","Easting (Location/Map Coordinates)","Northing (Location/Map Coordinates)","Seat Type New","Geometry"
"PARK 14 - RYMILL PARK","56","282225.371","6132747.896","Willow with Plaque","POINT (15430651.6736429 -4153609.66303171)"
"PARK 14 - RYMILL PARK","57","282277.148","6132772.194","Willow","POINT (15430715.4296309 -4153581.4498593)"
"PARK 14 - RYMILL PARK","58","282288.091","6132769.744","Willow with Plaque","POINT (15430728.6842316 -4153584.76581009)"
"PARK 14 - RYMILL PARK","59","282268.4661","6132709.1422","Concrete Leg1","POINT (15430703.027607 -4153658.32538245)"
"PARK 14 - RYMILL PARK","60","282320.49","6132762.783","Willow","POINT (15430767.9357435 -4153594.22519707)"
"PARK 14 - RYMILL PARK","61","282338.329","6132756.619","Willow with Plaque","POINT (15430789.4801606 -4153602.28522929)"
"PARK 14 - RYMILL PARK","62","282342.55","6132749.383","Willow","POINT (15430794.4103232 -4153611.25972417)"
"PARK 14 - RYMILL PARK","63","282353.608","6132751.79","Willow","POINT (15430807.9459212 -4153608.63758048)"
"PARK 14 - RYMILL PARK","64","282257.242","6132832.877","Willow","POINT (15430692.9504262 -4153506.63913097)"
"PARK 14 - RYMILL PARK","65","282232.359","6132821.286","Willow","POINT (15430662.3132857 -4153520.09235101)"
"PARK 14 - RYMILL PARK","66","282213.522","6132805.081","Willow","POINT (15430638.9045472 -4153539.36585673)"
"PARK 14 - RYMILL PARK","67","282074.737","6132844.645","Willow","POINT (15430471.0509402 -4153486.92146361)"
"PARK 14 - RYMILL PARK","68","282121.51","6132953.065","Willow","POINT (15430531.1558089 -4153355.66282899)"
"PARK 14 - RYMILL PARK","69","282046.457","6132884.194","Willow with Plaque","POINT (15430437.7625128 -4153437.7184552)"
"PARK 14 - RYMILL PARK","70","282032.112","6132850.032","Willow","POINT (15430419.301944 -4153479.08812259)"
"PARK 14 - RYMILL PARK","71","282035.905","6132833.609","Willow","POINT (15430423.4436877 -4153499.28810036)"
"PARK 14 - RYMILL PARK","72","282084.1557","6132831.5993","Willow","POINT (15430482.1414329 -4153503.15431134)"
"PARK 14 - RYMILL PARK","73","282094.678","6132811.9457","Willow","POINT (15430494.3839351 -4153527.50245393)"
"PARK 14 - RYMILL PARK","74","282054.448","6132808.134","Willow","POINT (15430445.2839901 -4153530.99133576)"
"PARK 14 - RYMILL PARK","75","282087.891","6132762.568","Willow","POINT (15430484.6851178 -4153587.70568478)"
"PARK 14 - RYMILL PARK","76","282087.079","6132747.107","Willow","POINT (15430483.2472701 -4153606.59471759)"
"PARK 14 - RYMILL PARK","77","281958.9176","6132773.8807","Willow","POINT (15430327.9585033 -4153570.103488)"
"PARK 14 - RYMILL PARK","78","282035.084","6132812.456","Willow","POINT (15430421.8294437 -4153525.13941985)"
"PARK 14 - RYMILL PARK","79","282020.27","6132861.693","Willow","POINT (15430405.2204366 -4153464.47835195)"
"PARK 14 - RYMILL PARK","80","282007.443","6132863.868","Willow","POINT (15430389.663916 -4153461.44346813)"
"PARK 14 - RYMILL PARK","81","281993.578","6132865.13","Willow","POINT (15430372.8168839 -4153459.49508425)"
"PARK 14 - RYMILL PARK","82","281978.94","6132857.487","Willow","POINT (15430354.7698103 -4153468.41704704)"
"PARK 14 - RYMILL PARK","83","281966.042","6132849.775","Willow","POINT (15430338.8395406 -4153477.47418098)"
"PARK 14 - RYMILL PARK","84","281944.982","6132836.108","Willow","POINT (15430312.7971283 -4153493.57742476)"
"PARK 14 - RYMILL PARK","85","281942.6839","6132793.7395","Willow","POINT (15430308.767354 -4153545.33733744)"
"PARK 14 - RYMILL PARK","86","281967.727","6132782.302","Willow","POINT (15430338.930712 -4153560.05930299)"
"PARK 14 - RYMILL PARK","87","281997.284","6132907.058","Willow","POINT (15430378.5479351 -4153408.31545008)"
"PARK 14 - RYMILL PARK","88","281997.414","6132933.903","Willow","POINT (15430379.486182 -4153375.48162188)"
"PARK 14 - RYMILL PARK","89","282010.735","6132930.126","Willow with Plaque","POINT (15430395.5975896 -4153380.4905207)"
"PARK 14 - RYMILL PARK","727","281823.6584","6132710.9783","Willow","POINT (15430161.4199938 -4153643.09921698)"
"PARK 14 - RYMILL PARK","728","281787.33","6132693.493","Willow","POINT (15430116.6729497 -4153663.42694419)"
"PARK 14 - RYMILL PARK","729","281792.675","6132747.477","Willow","POINT (15430124.7518114 -4153597.54694355)"
"PARK 14 - RYMILL PARK","1256","282166.249","6132797.595","Concrete Leg1","POINT (15430581.121407 -4153547.14456459)"
"PARK 14 - RYMILL PARK","1257","282056.923","6132789.765","Willow","POINT (15430447.7643001 -4153553.53338368)"
"PARK 14 - RYMILL PARK","1259","282090.345","6132738.91","Willow","POINT (15430486.9863308 -4153616.71702661)"
"PARK 14 - RYMILL PARK","1260","282083.836","6132735.556","Willow","POINT (15430478.9626554 -4153620.6299226)"
"PARK 14 - RYMILL PARK","1261","282065.752","6132751.454","Concrete Leg1","POINT (15430457.4028524 -4153600.65497596)"
"PARK 14 - RYMILL PARK","1262","282061.051","6132750.966","Willow","POINT (15430451.6640977 -4153601.11475509)"
"PARK 14 - RYMILL PARK","1263","282059.783","6132751.993","Concrete Leg1","POINT (15430450.1498395 -4153599.82147461)"
"PARK 14 - RYMILL PARK","1264","282058.615","6132753.197","Willow","POINT (15430448.7624966 -4153598.31459615)"
"PARK 14 - RYMILL PARK","1265","282058.032","6132754.844","Willow","POINT (15430448.1003979 -4153596.28288648)"
"PARK 14 - RYMILL PARK","1266","282062.988","6132750.725","Concrete Leg1","POINT (15430454.0158532 -4153601.4660786)"
"PARK 14 - RYMILL PARK","1610","281809.2177","6132700.5819","Willow","POINT (15430143.532652 -4153655.3948371)"
"PARK 14 - RYMILL PARK","1605","282267.3091","6132709.8514","Concrete Leg1","POINT (15430701.6392575 -4153657.42411642)"
"PARK 14 - RYMILL PARK","1738","282321.4431","6132751.6347","Willow","POINT (15430768.7729282 -4153607.89020208)"
"PARK 15 - ITYAMAI-ITPINA","1603","282183.9825","6132651.315","Willow","POINT (15430598.4693511 -4153726.6000286)"
"PARK 15 - ITYAMAI-ITPINA","1604","282058.8643","6132434.269","Concrete Leg1","POINT (15430439.8013317 -4153988.4583581)"
"PARK 15 - ITYAMAI-ITPINA","1267","282003.755","6132652.677","Willow","POINT (15430379.0368384 -4153719.67565121)"
"PARK 15 - ITYAMAI-ITPINA","1268","282285.302","6132624.49","Concrete Leg1","POINT (15430721.0729492 -4153762.36846644)"
"PARK 15 - ITYAMAI-ITPINA","1269","282302.771","6132622.598","Concrete Leg1","POINT (15430742.2910362 -4153765.19211236)"
"PARK 15 - ITYAMAI-ITPINA","1270","282187.923","6132560.716","Willow","POINT (15430600.6375996 -4153837.54239722)"
"PARK 15 - ITYAMAI-ITPINA","1277","281969.989","6132543.123","Concrete Leg1","POINT (15430334.7345421 -4153852.70444567)"
"PARK 15 - ITYAMAI-ITPINA","1278","281991.016","6132540.435","Concrete Leg1","POINT (15430360.2623372 -4153856.60645164)"
"PARK 15 - ITYAMAI-ITPINA","1028","282084.158","6132380.892","Concrete Leg1","POINT (15430469.0529322 -4154054.49252389)"
"PARK 15 - ITYAMAI-ITPINA","1029","282064.583","6132389.247","Concrete Leg1","POINT (15430445.4574981 -4154043.70059783)"
"PARK 15 - ITYAMAI-ITPINA","50","282218.829","6132471.768","Adelaide Suite Bench Curved","POINT (15430635.6916989 -4153947.2526053)"
"PARK 15 - ITYAMAI-ITPINA","51","282183.325","6132556.604","Willow","POINT (15430594.9189371 -4153842.43842803)"
"PARK 16 - VICTORIA PARK","47","282607.687","6131589.847","Seat Steel Leg - Timber Top","POINT (15431083.672948 -4155037.48557646)"
"PARK 16 - VICTORIA PARK","48","282416.301","6131941.4183","Adelaide Suite Bench Curved","POINT (15430860.7846354 -4154601.80144727)"
"PARK 16 - VICTORIA PARK","49","282400.572","6132208.962","Adelaide Suite Bench Curved","POINT (15430849.3907821 -4154274.04413965)"
"PARK 16 - VICTORIA PARK","1287","282926.47","6132128.483","Seat Steel Leg - Timber Top","POINT (15431487.5089392 -4154387.80399931)"
"PARK 16 - VICTORIA PARK","1288","282926.921","6132122.754","Seat Steel Leg - Timber Top","POINT (15431487.8923818 -4154394.825669)"
"PARK 16 - VICTORIA PARK","1289","282928.455","6132105.411","Seat Steel Leg - Timber Top","POINT (15431489.258624 -4154416.08680893)"
"PARK 16 - VICTORIA PARK","1290","282928.893","6132099.851","Seat Steel Leg - Timber Top","POINT (15431489.6311268 -4154422.90137201)"
"PARK 16 - VICTORIA PARK","1271","282384.425","6132015.041","Willow with Plaque","POINT (15430824.1006066 -4154510.80537495)"
"PARK 16 - VICTORIA PARK","1272","282370.966","6132053.968","Willow with Plaque","POINT (15430808.8392 -4154462.79165381)"
"PARK 16 - VICTORIA PARK","1273","282385.97","6132115.578","Willow with Plaque","POINT (15430828.8990458 -4154387.85860392)"
"PARK 16 - VICTORIA PARK","1274","282438.653","6131625.586","Willow with Plaque","POINT (15430878.8438219 -4154988.83779485)"
"PARK 16 - VICTORIA PARK","1585","282602.711","6131591.5867","Seat Steel Leg - Timber Top","POINT (15431077.6631223 -4155035.21229529)"
"PARK 16 - VICTORIA PARK","1586","282940.6865","6131868.8525","Seat Steel Leg - Timber Top","POINT (15431497.3084916 -4154705.84003964)"
"PARK 16 - VICTORIA PARK","1587","282940.469","6131863.5711","Seat Steel Leg - Timber Top","POINT (15431496.8907525 -4154712.29488656)"
"PARK 16 - VICTORIA PARK","1588","282961.4839","6131907.5925","Seat Steel Leg - Timber Top","POINT (15431523.7580111 -4154659.05093038)"
"PARK 16 - VICTORIA PARK","1589","282958.3484","6131905.9429","Seat Steel Leg - Timber Top","POINT (15431519.8916726 -4154660.97786465)"
"PARK 16 - VICTORIA PARK","1590","282956.8555","6131902.9197","Seat Steel Leg - Timber Top","POINT (15431517.9860398 -4154664.63297998)"
"PARK 16 - VICTORIA PARK","1591","282459.3567","6131906.1219","Seat Steel Leg - Timber Top","POINT (15430912.1962047 -4154646.23654778)"
"PARK 16 - VICTORIA PARK","1592","282453.6063","6131907.1635","Seat Steel Leg - Timber Top","POINT (15430905.2232699 -4154644.79473537)"
"PARK 16 - VICTORIA PARK","1593","282448.5162","6131904.7872","Seat Steel Leg - Timber Top","POINT (15430898.9553437 -4154647.55351659)"
"PARK 16 - VICTORIA PARK","1594","282440.4486","6131905.3598","Seat Steel Leg - Timber Top","POINT (15430889.1467946 -4154646.61793547)"
"PARK 16 - VICTORIA PARK","1595","282438.1375","6131905.0139","Seat Steel Leg - Timber Top","POINT (15430886.3221787 -4154646.97375535)"
"PARK 16 - VICTORIA PARK","1596","282458.5067","6131891.1803","Seat Steel Leg - Timber Top","POINT (15430910.7276404 -4154664.49091078)"
"PARK 16 - VICTORIA PARK","1597","282450.2941","6131891.6879","Seat Steel Leg - Timber Top","POINT (15430900.7406005 -4154663.63063209)"
"PARK 16 - VICTORIA PARK","1598","282659.2678","6131873.7593","Seat Steel Leg - Timber Top","POINT (15431154.7211651 -4154691.65023025)"
"PARK 16 - VICTORIA PARK","1599","282578.9375","6131867.9065","Seat Steel Leg - Timber Top","POINT (15431056.720404 -4154696.47153282)"
"PARK 16 - VICTORIA PARK","1600","282577.7309","6131867.2857","Seat Steel Leg - Timber Top","POINT (15431055.2329364 -4154697.19586769)"
"PARK 16 - VICTORIA PARK","1601","282552.5455","6131879.9231","Seat Steel Leg - Timber Top","POINT (15431024.9270316 -4154681.00209858)"
"PARK 16 - VICTORIA PARK","1602","282914.9087","6132330.7217","Seat Steel Leg - Timber Top","POINT (15431479.2821404 -4154140.06246908)"
"PARK 17 - TUTHANGGA","1584","281992.8457","6131053.2296","Concrete Leg1","POINT (15430319.2593497 -4155676.07582194)"
"PARK 17 - TUTHANGGA","1249","282173.821","6131564.052","Concrete Leg1","POINT (15430554.5203595 -4155056.39629482)"
"PARK 17 - TUTHANGGA","1250","282171.264","6131561.879","Willow with Plaque","POINT (15430551.3430787 -4155058.98015809)"
"PARK 17 - TUTHANGGA","1251","282143.2302","6131558.7797","Willow","POINT (15430517.1107888 -4155061.95381274)"
"PARK 17 - TUTHANGGA","28","282228.019","6131257.62","Adelaide Suite Bench Curved","POINT (15430611.6283704 -4155432.87663104)"
"PARK 17 - TUTHANGGA","29","282313.742","6131459.345","Parklands Trail","POINT (15430721.8900708 -4155188.57850909)"
"PARK 17 - TUTHANGGA","30","282313.826","6131461.562","Adelaide Suite Bench Curved","POINT (15430722.0567357 -4155185.86861943)"
"PARK 17 - TUTHANGGA","31","282380.5267","6131403.1953","Concrete Leg1","POINT (15430801.5983864 -4155259.2211437)"
"PARK 17 - TUTHANGGA","32","282377.2745","6131384.5391","Concrete Leg1","POINT (15430797.0960126 -4155281.95102138)"
"PARK 17 - TUTHANGGA","33","282368.567","6131358.628","Concrete Leg1","POINT (15430785.7389048 -4155313.3978359)"
"PARK 17 - TUTHANGGA","34","282379.22","6131354.814","Concrete Leg1","POINT (15430798.6027735 -4155318.37463462)"
"PARK 17 - TUTHANGGA","35","282392.55","6131351.137","Concrete Leg1","POINT (15430814.7310207 -4155323.26185183)"
"PARK 17 - TUTHANGGA","36","282411.736","6131405.535","Concrete Leg1","POINT (15430839.6767126 -4155257.26847065)"
"PARK 17 - TUTHANGGA","37","282515.95","6131148.732","Concrete Leg1","POINT (15430959.1523018 -4155574.49234075)"
"PARK 17 - TUTHANGGA","38","282337.8634","6131029.7542","Concrete Leg1","POINT (15430738.7968051 -4155714.86759945)"
"PARK 17 - TUTHANGGA","39","282401.016","6130999.785","Concrete Leg1","POINT (15430814.8448961 -4155753.37608031)"
"PARK 17 - TUTHANGGA","40","282431.11","6131004.031","Concrete Leg1","POINT (15430851.6218262 -4155749.05850701)"
"PARK 17 - TUTHANGGA","41","282220.7508","6131119.749","Concrete Leg1","POINT (15430598.7715244 -4155601.34456802)"
"PARK 17 - TUTHANGGA","42","282475.656","6131113.22","Concrete Leg1","POINT (15430909.0457028 -4155616.76609825)"
"PARK 17 - TUTHANGGA","43","282593.964","6131025.569","Concrete Leg1","POINT (15431050.5984448 -4155727.45273447)"
"PARK 17 - TUTHANGGA","44","282640.391","6131061.884","Concrete Leg1","POINT (15431108.1981386 -4155684.37407759)"
"PARK 17 - TUTHANGGA","45","282653.261","6131089.004","Concrete Leg1","POINT (15431124.6596094 -4155651.56802381)"
"PARK 17 - TUTHANGGA","46","282650.17","6131123.111","Concrete Leg1","POINT (15431121.8836483 -4155609.74881197)"
"PARK 17 - TUTHANGGA","125","282050.259","6131016.1213","Concrete Leg1","POINT (15430388.1077821 -4155723.15393148)"
"PARK 17 - TUTHANGGA","126","282045.4817","6131007.1638","Concrete Leg1","POINT (15430382.0287773 -4155733.97377429)"
"PARK 18 - WITA WIRRA","1","281708.577","6131511.607","Willow","POINT (15429986.3763716 -4155106.96810682)"
"PARK 18 - WITA WIRRA","2","281675.8113","6131490.1102","Willow","POINT (15429945.8452659 -4155132.30938854)"
"PARK 18 - WITA WIRRA","3","281799.537","6131491.3304","Willow","POINT (15430096.5663033 -4155134.43411862)"
"PARK 18 - WITA WIRRA","4","281823.8817","6131501.0031","Willow","POINT (15430126.4971607 -4155123.31193564)"
"PARK 18 - WITA WIRRA","5","281857.7258","6131506.5489","Willow","POINT (15430167.8772164 -4155117.51619167)"
"PARK 18 - WITA WIRRA","6","281863.531","6131430.287","Willow","POINT (15430172.7288975 -4155210.98622851)"
"PARK 18 - WITA WIRRA","7","281864.175","6131423.176","Willow","POINT (15430173.3063682 -4155219.70483265)"
"PARK 18 - WITA WIRRA","8","281863.712","6131426.639","Willow","POINT (15430172.8432166 -4155215.45457632)"
"PARK 18 - WITA WIRRA","9","281864.965","6131407.777","Willow","POINT (15430173.820551 -4155238.56748415)"
"PARK 18 - WITA WIRRA","10","281865.381","6131405.381","Willow","POINT (15430174.2575014 -4155241.51097671)"
"PARK 18 - WITA WIRRA","11","281933.469","6131433.268","Willow","POINT (15430257.9937815 -4155209.38262221)"
"PARK 18 - WITA WIRRA","12","281933.604","6131431.384","Willow","POINT (15430258.1034102 -4155211.69150156)"
"PARK 18 - WITA WIRRA","13","281799.869","6131407.942","Willow","POINT (15430094.544141 -4155236.46306881)"
"PARK 18 - WITA WIRRA","14","281799.785","6131422.187","Willow","POINT (15430094.8563558 -4155219.03289455)"
"PARK 18 - WITA WIRRA","17","281663.673","6131417.72","Willow","POINT (15429928.9542635 -4155220.51800542)"
"PARK 18 - WITA WIRRA","18","281595.318","6131441.741","Willow","POINT (15429846.4037884 -4155189.13053002)"
"PARK 18 - WITA WIRRA","19","281569.486","6131458.23","Willow","POINT (15429815.4231966 -4155168.20172756)"
"PARK 18 - WITA WIRRA","20","281541.19","6131495.829","Willow","POINT (15429782.0568115 -4155121.37449585)"
"PARK 18 - WITA WIRRA","21","281566.21","6131499.218","Willow","POINT (15429812.6273104 -4155117.96050674)"
"PARK 18 - WITA WIRRA","22","281616.897","6131516.376","Willow","POINT (15429874.8585336 -4155098.45218675)"
"PARK 18 - WITA WIRRA","23","281661.52","6131459.898","Willow","POINT (15429927.5602185 -4155168.85353192)"
"PARK 18 - WITA WIRRA","24","281665.205","6131464.487","Willow","POINT (15429932.1818073 -4155163.34704322)"
"PARK 18 - WITA WIRRA","25","281695.454","6131524.405","Willow","POINT (15429970.7664866 -4155090.92712402)"
"PARK 18 - WITA WIRRA","26","281906.052","6131541.514","Willow","POINT (15430227.750597 -4155076.15143795)"
"PARK 18 - WITA WIRRA","27","281905.7305","6131516.3244","Willow","POINT (15430226.6264359 -4155106.95933916)"
"PARK 18 - WITA WIRRA","1246","281734.613","6131489.737","Willow","POINT (15430017.4489697 -4155134.48549105)"
"PARK 18 - WITA WIRRA","1247","281636.947","6131452.938","Willow with Plaque","POINT (15429897.4300128 -4155176.64975621)"
"PARK 18 - WITA WIRRA","1248","281626.373","6131418.453","Willow with Plaque","POINT (15429883.5476253 -4155218.53014586)"
"PARK 18 - WITA WIRRA","1581","281937.7573","6131507.7089","Concrete Leg1","POINT (15430265.3813043 -4155118.43529485)"
"PARK 18 - WITA WIRRA","1582","281746.178","6131381.808","Willow","POINT (15430028.3925863 -4155266.86652048)"
"PARK 18 - WITA WIRRA","1583","281748.8596","6131392.8762","Willow","POINT (15430031.9807016 -4155253.40375747)"
"PARK 19 - PITYARRILLA","1580","281704.0027","6131214.9478","Willow","POINT (15429972.1687971 -4155469.77690954)"
"PARK 19 - PITYARRILLA","1275","281678.147","6131215.47","Willow","POINT (15429940.6934149 -4155468.38179015)"
"PARK 19 - PITYARRILLA","1020","281712.4515","6131244.7234","Willow","POINT (15429983.3257625 -4155433.59503061)"
"PARK 19 - PITYARRILLA","1021","281721.5904","6131270.6115","Willow","POINT (15429995.2099719 -4155402.18957603)"
"PARK 19 - PITYARRILLA","1022","281675.411","6131250.432","Willow","POINT (15429938.3791726 -4155425.52751774)"
"PARK 19 - PITYARRILLA","102","281668.402","6131282.599","Willow","POINT (15429930.7793546 -4155385.96794562)"
"PARK 19 - PITYARRILLA","103","281666.483","6131287.918","Willow","POINT (15429928.5970356 -4155379.40432308)"
"PARK 19 - PITYARRILLA","104","281647.597","6131279.844","Willow","POINT (15429905.3601632 -4155388.72994806)"
"PARK 19 - PITYARRILLA","105","281725.6893","6131278.1179","Willow","POINT (15430000.4206596 -4155393.12577506)"
"PARK 19 - PITYARRILLA","106","281697.029","6131241.79","Willow","POINT (15429964.4567965 -4155436.7328481)"
"PARK 19 - PITYARRILLA","107","281696.203","6131249.084","Willow","POINT (15429963.663151 -4155427.78485886)"
"PARK 19 - PITYARRILLA","108","281694.957","6131269.403","Willow","POINT (15429962.737201 -4155402.8892105)"
"PARK 19 - PITYARRILLA","109","281712.4515","6131246.7388","Willow","POINT (15429983.3844371 -4155431.12929278)"
"PARK 19 - PITYARRILLA","113","281723.1336","6131271.7515","Willow","POINT (15429997.1226668 -4155400.83997685)"
"PARK 19 - PITYARRILLA","114","281649.411","6131274.798","Willow","POINT (15429907.4225376 -4155394.95650833)"
"PARK 19 - PITYARRILLA","116","281581.986","6131373.795","Willow","POINT (15429828.1875309 -4155271.86730051)"
"PARK 19 - PITYARRILLA","117","281574.672","6131378.882","Willow","POINT (15429819.427895 -4155265.42969924)"
"PARK 19 - PITYARRILLA","118","281517.782","6131339.928","Willow","POINT (15429749.0058404 -4155311.42231255)"
"PARK 19 - PITYARRILLA","119","281521.05","6131336.453","Willow","POINT (15429752.8847414 -4155315.76939725)"
"PARK 19 - PITYARRILLA","120","281490.802","6131403.947","Willow","POINT (15429718.012014 -4155232.30987889)"
"PARK 19 - PITYARRILLA","121","281442.036","6131463.438","Willow","POINT (15429660.3534755 -4155158.09973883)"
"PARK 19 - PITYARRILLA","122","281454.317","6131461.544","Willow","POINT (15429675.2553033 -4155160.77644541)"
"PARK 19 - PITYARRILLA","123","281451.006","6131449.583","Willow","POINT (15429670.874231 -4155175.31280299)"
"PARK 20 - KURANGGA","127","281271.606","6131437.409","Willow","POINT (15429452.0277699 -4155184.95219187)"
"PARK 20 - KURANGGA","128","281283.452","6131474.121","Willow","POINT (15429467.5258199 -4155140.3852744)"
"PARK 20 - KURANGGA","129","281195.786","6131470.665","Willow","POINT (15429360.6569336 -4155142.04432098)"
"PARK 20 - KURANGGA","130","281188.383","6131466.599","Willow","POINT (15429351.5222075 -4155146.80172121)"
"PARK 20 - KURANGGA","131","281190.224","6131460.792","Willow","POINT (15429353.5949076 -4155153.96004235)"
"PARK 20 - KURANGGA","132","281194.209","6131459.705","Willow","POINT (15429358.4165088 -4155155.40669945)"
"PARK 20 - KURANGGA","133","281316.423","6131455.112","Willow","POINT (15429507.1267269 -4155164.60711025)"
"PARK 20 - KURANGGA","134","281305.038","6131446.973","Willow","POINT (15429493.0235744 -4155174.2309587)"
"PARK 20 - KURANGGA","135","281385.069","6131375.079","Willow","POINT (15429588.3973508 -4155264.53189849)"
"PARK 20 - KURANGGA","136","","","Concrete Leg1","POINT (15428967.9149828 -4155354.02318048)"
"PARK 20 - KURANGGA","137","281024.9872","6131364.7719","Concrete Leg1","POINT (15429149.5496989 -4155266.58746905)"
"PARK 20 - KURANGGA","138","280975.154","6131232.336","Willow","POINT (15429084.9889788 -4155427.15172824)"
"PARK 20 - KURANGGA","139","280981.447","6131162.656","Willow","POINT (15429090.6179613 -4155512.58605103)"
"PARK 20 - KURANGGA","140","280983.485","6131133.805","Willow","POINT (15429092.2573358 -4155547.9436614)"
"PARK 20 - KURANGGA","141","280986.714","6131101.82","Willow","POINT (15429095.2557349 -4155587.17064808)"
"PARK 20 - KURANGGA","1180","281224.975","6131469.019","Willow","POINT (15429396.1580714 -4155144.9135607)"
"PARK 20 - KURANGGA","1181","281031.249","6131448.913","Willow","POINT (15429159.6330446 -4155163.83140388)"
"PARK 20 - KURANGGA","1182","281011.276","6131447.816","Willow","POINT (15429135.275967 -4155164.58758688)"
"PARK 20 - KURANGGA","1183","280989.374","6131443.209","Willow","POINT (15429108.4670517 -4155169.58129998)"
"PARK 20 - KURANGGA","1184","280969.334","6131440.001","Willow","POINT (15429083.9667035 -4155172.91802873)"
"PARK 20 - KURANGGA","1185","280918.294","6131427.069","Willow with Plaque","POINT (15429021.4274467 -4155187.24143528)"
"PARK 20 - KURANGGA","1243","281339.343","6130929.967","Concrete Leg1","POINT (15429519.7259728 -4155807.76746905)"
"PARK 20 - KURANGGA","1244","281305.71","6130918.102","Concrete Leg1","POINT (15429478.4158995 -4155821.29864181)"
"PARK 20 - KURANGGA","1245","281310.126","6130918.355","Concrete Leg1","POINT (15429483.8018375 -4155821.11850279)"
"PARK 20 - KURANGGA","1402","281098.68","6130919.986","Willow","POINT (15429226.3147592 -4155812.92402716)"
"PARK 20 - KURANGGA","1403","281092.669","6130918.784","Willow","POINT (15429218.9584584 -4155814.21834236)"
"PARK 20 - KURANGGA","1404","281082.068","6130917.036","Willow","POINT (15429205.9957407 -4155816.0460359)"
"PARK 20 - KURANGGA","1405","281075.292","6130916.817","Willow","POINT (15429197.7363964 -4155816.11521254)"
"PARK 20 - KURANGGA","1406","281069.828","6130915.506","Willow","POINT (15429191.0431364 -4155817.55891489)"
"PARK 20 - KURANGGA","1571","281336.5206","6131156.1316","BMX Seat","POINT (15429522.8846248 -4155530.97910019)"
"PARK 20 - KURANGGA","1572","281339.0312","6131160.8168","BMX Seat","POINT (15429526.0790216 -4155525.3205194)"
"PARK 20 - KURANGGA","1573","281341.4109","6131163.6489","BMX Seat","POINT (15429529.0599442 -4155521.92528875)"
"PARK 20 - KURANGGA","1574","281321.9053","6131192.0503","BMX Seat","POINT (15429506.1316818 -4155486.60607786)"
"PARK 20 - KURANGGA","1575","281328.2173","6131196.5153","BMX Seat","POINT (15429513.9495041 -4155481.32829784)"
"PARK 20 - KURANGGA","1576","281332.7176","6131084.768","BMX Seat","POINT (15429516.1714681 -4155618.17819712)"
"PARK 20 - KURANGGA","1577","281330.5528","6131082.454","BMX Seat","POINT (15429513.4673628 -4155620.94587074)"
"PARK 20 - KURANGGA","1578","281328.7337","6131080.4264","BMX Seat","POINT (15429511.1926545 -4155623.37327231)"
"PARK 20 - KURANGGA","1579","281333.5663","6131082.801","BMX Seat","POINT (15429517.1477725 -4155620.60961752)"
"PARK 21 - WALYU YARTA","1570","280646.2402","6131363.4938","Willow with Plaque","POINT (15428688.2344456 -4155257.03091518)"
"PARK 21 - WALYU YARTA","1407","280489.901","6131266.489","Willow","POINT (15428494.9888787 -4155371.11306256)"
"PARK 21 - WALYU YARTA","1366","280518.735","6131407.575","Willow with Plaque","POINT (15428534.2358784 -4155199.35341172)"
"PARK 21 - WALYU YARTA","1367","280529.295","6131365.437","Willow with Plaque","POINT (15428545.8635334 -4155251.21612709)"
"PARK 21 - WALYU YARTA","1368","280552.872","6131367.299","Willow with Plaque","POINT (15428574.6324801 -4155249.63128394)"
"PARK 21 - WALYU YARTA","1369","280620.038","6131384.039","Willow with Plaque","POINT (15428656.9238038 -4155231.12554438)"
"PARK 21 - WALYU YARTA","142","280717.082","6131397.288","Willow","POINT (15428775.5011654 -4155217.76790442)"
"PARK 21 - WALYU YARTA","143","280648.077","6131388.85","Willow with Plaque","POINT (15428691.213232 -4155226.06367744)"
"PARK 21 - WALYU YARTA","144","280628.827","6131371.857","Willow with Plaque","POINT (15428667.2715343 -4155246.28750305)"
"PARK 21 - WALYU YARTA","145","280618.782","6131398.63","Willow","POINT (15428655.821005 -4155213.23778485)"
"PARK 21 - WALYU YARTA","146","280589.423","6131425.057","Willow","POINT (15428620.8380131 -4155180.04379113)"
"PARK 21 - WALYU YARTA","147","280551.891","6131359.804","Willow","POINT (15428573.2183716 -4155258.7719599)"
"PARK 21 - WALYU YARTA","148","280531.37","6131357.974","Willow","POINT (15428548.1722462 -4155260.40750089)"
"PARK 21 - WALYU YARTA","149","280500.24","6131386.062","Willow","POINT (15428511.0811741 -4155225.12886975)"
"PARK 21 - WALYU YARTA","150","280501.267","6131376.949","Willow","POINT (15428512.0651961 -4155236.30804652)"
"PARK 21 - WALYU YARTA","151","280495.786","6131381.973","Willow","POINT (15428505.5369598 -4155230.00043939)"
"PARK 21 - WALYU YARTA","152","280469.757","6131368.668","Willow","POINT (15428473.4467637 -4155245.51253155)"
"PARK 21 - WALYU YARTA","153","280467.46","6131399.505","Willow","POINT (15428471.5520574 -4155207.71856395)"
"PARK 21 - WALYU YARTA","154","280393.114","6131405.595","Willow","POINT (15428381.1847815 -4155198.08116684)"
"PARK 21 - WALYU YARTA","155","280374.569","6131373.334","Willow","POINT (15428357.654047 -4155237.00406057)"
"PARK 21 - WALYU YARTA","156","280358.257","6131367.292","Willow","POINT (15428337.6107193 -4155243.91598074)"
